alice1.log
epoch_time:,78.26005983352661,75.22267770767212,75.05742955207825,75.74278402328491,75.37272310256958,75.07604694366455,74.86742281913757,74.99099826812744,74.99357175827026,75.45838260650635,75.92214274406433,76.20022940635681,76.20236873626709,77.56857752799988,79.87728714942932,81.03481793403625,77.68273425102234,78.08905529975891,78.78143763542175,80.5682864189148
val_loss:,2.132546693086624,2.0175304979085924,1.9535620480775833,1.8684863448143005,1.8465371936559678,1.779822090268135,1.7681478440761567,1.8102498710155488,1.7547082662582398,1.7559074848890304,1.7488913834095001,1.764812833070755,1.7262406766414642,1.746731960773468,1.7252750456333161,1.7312390506267548,1.7654461711645126,1.7272304326295853,1.750336718559265,1.6969460844993591
val_accuracy:,32.28,44.52,50.88,60.10,62.00,68.84,69.84,65.86,71.12,70.88,71.82,70.62,73.88,72.20,74.20,73.40,69.90,73.76,71.98,76.88
loss:,2.1676061807794773,2.038495893681303,1.9904403321286466,1.9116550024519576,1.851820631230131,1.8111391980597313,1.7758436218221136,1.77888766045266,1.7580360321288413,1.7547168777344075,1.745903121664169,1.741853159539243,1.7431738275162718,1.735889482498169,1.7315977933559012,1.7222527777895014,1.7241231050897152,1.7318359669218673,1.7212330417430146,1.7104726694999857
accuracy:,27.35,41.84,46.65,54.62,60.75,64.76,68.45,68.08,70.19,70.53,71.34,71.79,71.60,72.43,72.81,73.82,73.56,72.82,73.88,75.01
alice2.log
epoch_time:,74.53987550735474,74.60148668289185,74.65831542015076,75.21899032592773,74.41572999954224,74.91993308067322,74.04345178604126,76.0134630203247,75.33597540855408,74.37613868713379,74.47250294685364,74.39721775054932,75.314612865448,74.75241947174072,75.54271507263184,74.65192580223083,74.18098044395447,74.3626639842987,74.92882704734802,76.44325876235962
val_loss:,2.0270263254642487,1.9325408816337586,1.911595532298088,1.9023184597492218,1.865891870856285,1.835333776473999,1.8148288130760193,1.7678333133459092,1.7736189752817153,1.7820496141910553,1.7711633890867233,1.746453982591629,1.7370525896549225,1.7426814258098602,1.7555783897638322,1.7116840600967407,1.7080029040575027,1.7117213308811188,1.7058719098567963,1.6973881274461746
val_accuracy:,43.66,53.10,54.44,56.26,59.68,62.58,64.14,68.80,68.30,67.46,68.52,70.78,71.80,71.40,70.26,74.54,74.86,74.66,75.40,76.22
loss:,2.12528530688996,1.9927709843250032,1.9406130253000462,1.9169223653509262,1.890568372543822,1.8803372601245312,1.8738921561139694,1.8204050059014178,1.8097790144859476,1.7848816267987515,1.7784499954670034,1.7724586811471492,1.771553236880201,1.7637008245955121,1.7462157837888028,1.7427946775517564,1.7406793568996672,1.7192117341021274,1.727999950977082,1.7255363799156027
accuracy:,32.41,46.51,51.88,54.19,56.86,57.85,58.47,63.89,64.98,67.56,68.20,68.73,68.72,69.62,71.37,71.72,71.90,74.06,73.19,73.44
reference.log
epoch_time:,
val_loss:,1.97,1.89,1.92,1.76,1.73,1.75,1.83,1.66,1.70,1.85,1.63,1.66,1.71,1.65,1.65,1.70,1.75,1.64,1.80,1.80
